invoice_number,transaction_id,invoice_date,client_name,client_ruc,subtotal,iva_amount,total_invoice,payment_method,card_type,status,erp_module
FAC-000692,TXN-202408-0199,2024-08-19,Compañía Saldaña S.L.L.,5065239188676,274.92,41.24,316.16,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-000693,TXN-202408-0200,2024-08-18,Grupo Águila S.L.N.E,3127353340620,396.02,59.4,455.42,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-000694,TXN-202408-0201,2024-08-13,Familia Murcia S.Coop.,2366334014215,11.3,1.69,12.99,PayPhone,VISA,PAGADA,E-commerce
FAC-000695,TXN-202408-0202,2024-08-10,Grupo Romeu S.Coop.,6034526362886,55.57,8.34,63.91,Datafast,VISA,PAGADA,E-commerce
FAC-000696,TXN-202408-0203,2024-08-25,Rojas y asociados S.L.U.,3333570444551,177.36,26.6,203.96,Datafast,AMEX,PAGADA,E-commerce
FAC-000697,TXN-202408-0204,2024-08-24,Lina Llobet Álamo S.L.,9343442111754,60.96,9.14,70.1,Datafast,AMEX,PAGADA,E-commerce
FAC-000698,TXN-202408-0205,2024-08-26,Promociones del Levante S.L.,8344957421884,156.34,23.45,179.79,PayPhone,MASTERCARD,PAGADA,POS
FAC-000699,TXN-202408-0206,2024-08-31,Servicios Aznar y asociados S.A.T.,3246381512911,1277.3,191.59,1468.89,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000700,TXN-202408-0207,2024-08-20,Natividad Posada Simó S.Coop.,6247924642998,20.74,3.11,23.85,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000701,TXN-202408-0208,2024-08-25,Rodrigo Carvajal Rosell S.L.U.,6624735399875,306.1,45.91,352.01,PayPhone,AMEX,PAGADA,POS
FAC-000702,TXN-202408-0209,2024-08-10,Consultoría Avanzadas S.Coop.,9291530075145,421.74,63.26,485.0,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000703,TXN-202408-0210,2024-08-17,Infraestructuras EB S.A.,9318347923057,15.68,2.35,18.03,Datafast,MASTERCARD,PAGADA,POS
FAC-000704,TXN-202408-0211,2024-08-19,Valentín Paz Pinto S.Com.,8124531081246,117.07,17.56,134.63,Datafast,VISA,PAGADA,POS
FAC-000705,TXN-202408-0212,2024-08-30,María Jesús Torres Izquierdo S.L.N.E,4837862430146,521.61,78.24,599.85,Datafast,VISA,PAGADA,E-commerce
FAC-000706,TXN-202408-0213,2024-08-10,Rosa y asociados S.L.,1166961069637,377.5,56.62,434.12,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000707,TXN-202408-0214,2024-08-17,Farmaceútica Castellana S.A.,4991218790650,50.5,7.58,58.08,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000708,TXN-202408-0215,2024-08-18,Minería CG S.Coop.,6414715901125,127.77,19.17,146.94,PayPhone,MASTERCARD,PAGADA,POS
FAC-000709,TXN-202408-0216,2024-08-11,Calixta Cortes Belmonte S.A.,1023160040272,311.83,46.77,358.6,Datafast,VISA,PAGADA,Ventas
FAC-000710,TXN-202408-0217,2024-08-18,Minería BK S.A.,8198683212086,242.99,36.45,279.44,Datafast,DINERS,PAGADA,Ventas
FAC-000711,TXN-202408-0218,2024-08-20,Ani Fonseca Rico S.Coop.,2049842507966,63.34,9.5,72.84,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000712,TXN-202408-0219,2024-08-26,Construcción del Sur S.A.,8997842001414,208.85,31.33,240.18,Datafast,VISA,PAGADA,Ventas
FAC-000713,TXN-202408-0220,2024-08-27,Familia Bayona S.Com.,4424607372386,63.78,9.57,73.35,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000714,TXN-202408-0221,2024-08-21,Banca Privada Montalbán S.Com.,1859528599475,23.68,3.55,27.23,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000715,TXN-202408-0222,2024-08-25,Infraestructuras Integrales S.A.,9476379829305,67.71,10.16,77.87,Datafast,VISA,PAGADA,E-commerce
FAC-000716,TXN-202408-0223,2024-08-07,Hermanos Capdevila S.Coop.,5077979836760,45.4,6.81,52.21,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000717,TXN-202408-0224,2024-08-24,Gil y asociados S.A.U,7041059394815,50.18,7.53,57.71,Datafast,VISA,PAGADA,Ventas
FAC-000718,TXN-202408-0225,2024-08-15,Inmobiliaria Oller & Asociados S.Coop.,1043903560285,125.72,18.86,144.58,Medianet,DINERS,PAGADA,Ventas
FAC-000719,TXN-202408-0226,2024-08-18,Calderon y Arribas S.A.,8069660963547,56.15,8.42,64.57,Datafast,VISA,PAGADA,E-commerce
FAC-000720,TXN-202408-0227,2024-08-21,Inversiones Raya & Asociados S.L.N.E,6007512101842,29.65,4.45,34.1,Medianet,VISA,PAGADA,Ventas
FAC-000721,TXN-202408-0228,2024-08-21,Familia Peñalver S.A.D,5922644180245,264.9,39.73,304.63,Datafast,VISA,PAGADA,E-commerce
FAC-000722,TXN-202408-0229,2024-08-03,Valero y asociados S.L.,8440859356535,325.54,48.83,374.37,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000723,TXN-202408-0230,2024-08-03,Finanzas XASJ S.L.N.E,3043779507655,179.63,26.94,206.57,PayPhone,VISA,PAGADA,Ventas
FAC-000724,TXN-202408-0231,2024-08-16,Sevillano y Quevedo S.A.,6837485251225,47.43,7.12,54.55,Medianet,VISA,PAGADA,E-commerce
FAC-000725,TXN-202408-0232,2024-08-18,Casanovas & Asociados S.L.N.E,8046790175227,56.36,8.45,64.81,Medianet,VISA,PAGADA,Ventas
FAC-000726,TXN-202408-0233,2024-08-26,Familia Ferrera S.Coop.,8529496523967,403.43,60.52,463.95,PayPhone,VISA,PAGADA,Ventas
FAC-000727,TXN-202408-0234,2024-08-05,Arnau y Arnau S.Com.,4299902038540,61.4,9.21,70.61,Medianet,DINERS,PAGADA,Ventas
FAC-000728,TXN-202408-0235,2024-08-03,Logística Cornejo y asociados S.A.U,6600841591242,40.05,6.01,46.06,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000729,TXN-202408-0236,2024-08-29,Hnos Castrillo S.Com.,6395753851397,146.9,22.03,168.93,Datafast,MASTERCARD,PAGADA,POS
FAC-000730,TXN-202408-0237,2024-08-09,Comercial PE S.Coop.,5835294614262,44.58,6.69,51.27,PayPhone,VISA,PAGADA,E-commerce
FAC-000731,TXN-202408-0238,2024-08-25,Soluciones Corbacho S.A.,1240852063346,89.43,13.41,102.84,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000732,TXN-202408-0239,2024-08-04,Finanzas Arce & Asociados S.Coop.,1918978737282,8.74,1.31,10.05,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000733,TXN-202408-0240,2024-08-21,Farmaceútica Palomino S.A.,9365933804191,12.71,1.91,14.62,Medianet,VISA,PAGADA,Ventas
FAC-000734,TXN-202408-0241,2024-08-15,Farmaceútica del Mediterráneo S.A.U,7116033308544,1125.62,168.84,1294.46,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000735,TXN-202408-0242,2024-08-12,Banco Álvaro y asociados S.A.,2184366020931,276.11,41.42,317.53,Medianet,VISA,PAGADA,E-commerce
FAC-000736,TXN-202408-0243,2024-08-23,Comercializadora Galvez y asociados S.Com.,3878802109367,55.58,8.34,63.92,PayPhone,VISA,PAGADA,POS
FAC-000737,TXN-202408-0244,2024-08-11,Hotel Azcona y asociados S.A.T.,6277773657645,48.67,7.3,55.97,Medianet,VISA,PAGADA,Ventas
FAC-000738,TXN-202408-0245,2024-08-06,Hermanos Torre S.A.,5445903481954,40.33,6.05,46.38,Datafast,VISA,PAGADA,Ventas
FAC-000739,TXN-202408-0246,2024-08-18,Seco & Asociados S.L.,3551102693955,120.7,18.1,138.8,Medianet,AMEX,PAGADA,Ventas
FAC-000740,TXN-202408-0247,2024-08-01,Suministros del Sur S.L.L.,3630892333135,9.26,1.39,10.65,Datafast,AMEX,PAGADA,POS
FAC-000741,TXN-202408-0248,2024-08-07,Comercial NHA S.Coop.,9614855070264,350.49,52.57,403.06,Medianet,AMEX,PAGADA,POS
FAC-000742,TXN-202408-0249,2024-08-25,Artigas y asociados S.L.N.E,1262606741514,1461.1,219.16,1680.26,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-000743,TXN-202408-0250,2024-08-10,Transportes López y asociados S.Com.,4987621648342,337.36,50.6,387.96,Datafast,VISA,PAGADA,E-commerce
FAC-000744,TXN-202408-0251,2024-08-22,César Chacón Niño S.A.,6897302940695,37.1,5.56,42.66,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000745,TXN-202408-0252,2024-08-17,Alimentación Internacionales S.Com.,7125202358937,130.13,19.52,149.65,PayPhone,AMEX,PAGADA,Ventas
FAC-000746,TXN-202408-0253,2024-08-31,Suministros Borrego S.A.,6912582848891,1868.29,280.24,2148.53,Datafast,VISA,PAGADA,Ventas
FAC-000747,TXN-202408-0254,2024-08-16,Farmaceútica del Levante S.Com.,8594951659919,18.62,2.79,21.41,Medianet,VISA,PAGADA,POS
FAC-000748,TXN-202408-0255,2024-08-30,Inversiones Iberia S.Coop.,4556446452390,17.83,2.68,20.51,Datafast,VISA,PAGADA,Ventas
FAC-000749,TXN-202408-0256,2024-08-21,Salmerón y Gallego S.Com.,1341524286785,84.14,12.62,96.76,Datafast,AMEX,PAGADA,E-commerce
FAC-000750,TXN-202408-0257,2024-08-24,Soluciones Integrales S.A.,5247018977950,169.45,25.42,194.87,Datafast,DINERS,PAGADA,Ventas
FAC-000751,TXN-202408-0258,2024-08-19,Manuel y Riquelme S.L.,2546709367250,29.03,4.36,33.39,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-000752,TXN-202408-0259,2024-08-08,Promociones ABJ S.Com.,2680041770734,67.78,10.17,77.95,PayPhone,VISA,PAGADA,Ventas
FAC-000753,TXN-202408-0260,2024-08-29,Promociones Guillen S.C.P,9960316134079,56.04,8.41,64.45,Datafast,AMEX,PAGADA,Ventas
FAC-000754,TXN-202408-0261,2024-08-17,Transportes OW S.Coop.,8921645752754,19.35,2.9,22.25,Datafast,AMEX,PAGADA,Ventas
FAC-000755,TXN-202408-0262,2024-08-27,Grupo Valencia S.L.U.,9228328678515,43.61,6.54,50.15,Datafast,VISA,PAGADA,Ventas
FAC-000756,TXN-202408-0263,2024-08-22,Gilabert y asociados S.L.N.E,9706688155715,11.74,1.76,13.5,Medianet,VISA,PAGADA,Ventas
FAC-000757,TXN-202408-0264,2024-08-08,Instalaciones del Mediterráneo S.Coop.,5666166894093,219.63,32.95,252.58,Datafast,MASTERCARD,PAGADA,POS
FAC-000758,TXN-202408-0265,2024-08-29,Farmaceútica Novoa & Asociados S.L.,6336460595516,37.78,5.67,43.45,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000759,TXN-202408-0266,2024-08-13,Grupo Amat S.L.,2413395632245,1557.91,233.69,1791.6,Datafast,VISA,PAGADA,Ventas
FAC-000760,TXN-202408-0267,2024-08-27,Instalaciones Olivé y asociados S.Com.,1982569619212,335.43,50.32,385.75,PayPhone,MASTERCARD,PAGADA,POS
FAC-000761,TXN-202408-0268,2024-08-16,Almansa y Blázquez S.L.N.E,9269748697848,241.73,36.26,277.99,PayPhone,VISA,PAGADA,E-commerce
FAC-000762,TXN-202408-0269,2024-08-25,Ródenas y Monreal S.Com.,7198963196305,42.35,6.35,48.7,Datafast,VISA,PAGADA,E-commerce
FAC-000763,TXN-202408-0270,2024-08-30,Danilo Galán Ponce S.A.,3070436922591,49.06,7.36,56.42,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-000764,TXN-202408-0271,2024-08-01,Vidal & Asociados S.Com.,6442301274690,12.97,1.95,14.92,Medianet,VISA,PAGADA,Ventas
FAC-000765,TXN-202408-0272,2024-08-20,Zurita y Mora S.A.,2476319198637,371.43,55.71,427.14,Medianet,AMEX,PAGADA,E-commerce
FAC-000766,TXN-202408-0273,2024-08-18,Inmobiliaria Pacheco S.A.D,9708553606223,390.14,58.52,448.66,Datafast,AMEX,PAGADA,Ventas
FAC-000767,TXN-202408-0274,2024-08-18,Restauración Peñas y asociados S.Coop.,1163567357756,398.98,59.85,458.83,Medianet,VISA,PAGADA,POS
FAC-000768,TXN-202408-0275,2024-08-12,Lledó y Roldan S.L.,8942984104003,260.23,39.03,299.26,PayPhone,MASTERCARD,PAGADA,POS
FAC-000769,TXN-202408-0276,2024-08-25,Construcción JE S.Com.,3073032482746,1482.88,222.43,1705.31,Medianet,VISA,PAGADA,E-commerce
FAC-000770,TXN-202408-0277,2024-08-19,Instalaciones EH S.L.,3652356118820,2254.77,338.21,2592.98,Datafast,AMEX,PAGADA,E-commerce
FAC-000771,TXN-202408-0278,2024-08-03,Alegre y asociados S.L.U.,4180695862185,401.95,60.29,462.24,Datafast,VISA,PAGADA,Ventas
FAC-000772,TXN-202408-0279,2024-08-24,Jennifer Solano Salazar S.Com.,3511128177903,4.7,0.71,5.41,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-000773,TXN-202408-0280,2024-08-23,Casals y Amigó S.L.,9166663694728,47.03,7.06,54.09,Medianet,VISA,PAGADA,POS
FAC-000774,TXN-202408-0281,2024-08-09,Construcción Tamarit S.A.,1932659845033,42.52,6.38,48.9,Datafast,VISA,PAGADA,E-commerce
FAC-000775,TXN-202408-0282,2024-08-25,Hotel VAQO S.L.,9779029403753,48.74,7.31,56.05,Datafast,VISA,PAGADA,E-commerce
FAC-000776,TXN-202408-0283,2024-08-18,Distribuciones Ribes S.C.P,5431324527567,28.5,4.27,32.77,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000777,TXN-202408-0284,2024-08-24,Badía y Amador S.A.,2295030568780,50.36,7.55,57.91,Datafast,VISA,PAGADA,E-commerce
FAC-000778,TXN-202408-0285,2024-08-23,Delgado y asociados S.L.,6812652494891,232.67,34.9,267.57,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000779,TXN-202408-0286,2024-08-20,Inmobiliaria Verdugo S.A.,7452983882015,362.05,54.31,416.36,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000780,TXN-202408-0287,2024-08-26,Comercializadora ZDX S.L.,2549777649136,45.82,6.87,52.69,Medianet,VISA,PAGADA,POS
FAC-000781,TXN-202408-0288,2024-08-09,Construcción Ibérica S.L.,2065765282261,101.76,15.26,117.02,PayPhone,VISA,PAGADA,E-commerce
FAC-000782,TXN-202408-0289,2024-08-13,Logística PVED S.Coop.,8254902948494,409.47,61.42,470.89,Datafast,MASTERCARD,PAGADA,POS
FAC-000783,TXN-202408-0290,2024-08-25,Suministros Feliu S.Coop.,3445776613886,559.7,83.96,643.66,Medianet,VISA,PAGADA,Ventas
FAC-000784,TXN-202408-0291,2024-08-26,Industrias Amador y asociados S.Com.,5350091595678,47.19,7.08,54.27,Medianet,VISA,PAGADA,E-commerce
FAC-000785,TXN-202408-0292,2024-08-08,Codina y asociados S.A.,3423959360194,257.95,38.69,296.64,Datafast,VISA,PAGADA,POS
FAC-000786,TXN-202408-0293,2024-08-06,Familia Paz S.L.N.E,2127066185360,4.37,0.65,5.02,Datafast,VISA,PAGADA,POS
FAC-000787,TXN-202408-0294,2024-08-19,Hermanos Río S.L.N.E,7778072020338,30.12,4.52,34.64,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000788,TXN-202408-0295,2024-08-10,Pujadas y Gutierrez S.Com.,8011209966763,10.23,1.53,11.76,Medianet,MASTERCARD,PAGADA,POS
FAC-000789,TXN-202408-0296,2024-08-09,Familia Jimenez S.L.L.,6620373448365,67.17,10.08,77.25,PayPhone,AMEX,PAGADA,Ventas
FAC-000790,TXN-202408-0297,2024-08-09,Servicios WON S.Coop.,6370719056574,1684.58,252.69,1937.27,Medianet,VISA,PAGADA,E-commerce
FAC-000791,TXN-202408-0298,2024-08-31,Finanzas Iberia S.Coop.,3496770546739,23.54,3.53,27.07,Datafast,VISA,PAGADA,Ventas
FAC-000792,TXN-202408-0299,2024-08-19,Ordóñez y asociados S.Coop.,4116490954688,366.54,54.98,421.52,PayPhone,DINERS,PAGADA,E-commerce
FAC-000793,TXN-202408-0300,2024-08-25,Comercial Bueno y asociados S.A.,7330588681025,350.77,52.62,403.39,Medianet,DINERS,PAGADA,Ventas
FAC-000794,TXN-202408-0301,2024-08-01,Amigó y Artigas S.L.U.,3712926625478,42.62,6.39,49.01,PayPhone,VISA,PAGADA,E-commerce
FAC-000795,TXN-202408-0302,2024-08-22,Banco Segura S.C.P,1609580401461,432.66,64.9,497.56,Datafast,VISA,PAGADA,E-commerce
FAC-000796,TXN-202408-0303,2024-08-01,Transportes HZC S.L.N.E,5097000190073,1557.62,233.64,1791.26,Datafast,VISA,PAGADA,Ventas
FAC-000797,TXN-202408-0304,2024-08-27,Inmobiliaria AYLQ S.L.L.,7685467347436,48.29,7.24,55.53,PayPhone,VISA,PAGADA,Ventas
FAC-000798,TXN-202408-0305,2024-08-29,Instalaciones Castellana S.A.,8339089413198,27.41,4.11,31.52,Datafast,DINERS,PAGADA,Ventas
FAC-000799,TXN-202408-0306,2024-08-16,Familia Sevillano S.A.U,5096718321305,401.89,60.28,462.17,Datafast,DINERS,PAGADA,Ventas
FAC-000800,TXN-202408-0307,2024-08-07,Roma y Berenguer S.A.,4728425111903,145.09,21.76,166.85,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000801,TXN-202408-0308,2024-08-03,Construcción GVY S.L.N.E,5594094294125,113.35,17.0,130.35,PayPhone,VISA,PAGADA,Ventas
FAC-000802,TXN-202408-0309,2024-08-31,Lozano y asociados S.A.,8279990323887,60.24,9.04,69.28,PayPhone,VISA,PAGADA,Ventas
FAC-000803,TXN-202408-0310,2024-08-29,Soluciones del Noroeste S.L.,9667660628951,62.92,9.44,72.36,PayPhone,VISA,PAGADA,E-commerce
FAC-000804,TXN-202408-0311,2024-08-09,Carretero y Acevedo S.L.N.E,3540399783874,2426.1,363.92,2790.02,PayPhone,VISA,PAGADA,E-commerce
FAC-000805,TXN-202408-0312,2024-08-16,Hotel Roselló S.Coop.,4730818363293,56.48,8.47,64.95,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000806,TXN-202408-0313,2024-08-15,Medina y Redondo S.A.,9197026638207,352.94,52.94,405.88,Datafast,VISA,PAGADA,Ventas
FAC-000807,TXN-202408-0314,2024-08-07,Farmaceútica XN S.A.,2554818513311,73.88,11.08,84.96,Medianet,VISA,PAGADA,Ventas
FAC-000808,TXN-202408-0315,2024-08-18,Benigno Pablo Toledo S.Com.,7086057767719,164.41,24.66,189.07,Medianet,VISA,PAGADA,E-commerce
FAC-000809,TXN-202408-0316,2024-08-16,Ribera y asociados S.A.,2788920302875,203.21,30.48,233.69,Datafast,VISA,PAGADA,E-commerce
FAC-000810,TXN-202408-0317,2024-08-09,Compañía KRN S.L.N.E,6640589230360,60.06,9.01,69.07,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000811,TXN-202408-0318,2024-08-04,Logística Españolas S.Coop.,5877871924972,153.04,22.96,176.0,Datafast,VISA,PAGADA,Ventas
FAC-000812,TXN-202408-0319,2024-08-05,Hilda Pla Adadia S.L.N.E,5855713649674,29.19,4.38,33.57,Datafast,VISA,PAGADA,Ventas
FAC-000813,TXN-202408-0320,2024-08-29,Tecnologías Peralta & Asociados S.Com.,9951453752574,36.93,5.54,42.47,Datafast,AMEX,PAGADA,Ventas
FAC-000814,TXN-202408-0321,2024-08-18,Supermercados Luque S.A.,4888252699018,179.14,26.87,206.01,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-000815,TXN-202408-0322,2024-08-09,Hnos Ferrero S.L.N.E,5611156733851,18.4,2.76,21.16,Datafast,VISA,PAGADA,Ventas
FAC-000816,TXN-202408-0323,2024-08-12,Restauración Caballero y asociados S.Coop.,5076467050680,164.43,24.67,189.1,PayPhone,VISA,PAGADA,E-commerce
FAC-000817,TXN-202408-0324,2024-08-12,Julie Acevedo Fuster S.Coop.,8783831934650,31.2,4.68,35.88,Medianet,AMEX,PAGADA,Ventas
FAC-000818,TXN-202408-0325,2024-08-06,Saldaña & Asociados S.L.N.E,3275860345633,306.63,46.0,352.63,PayPhone,VISA,PAGADA,Ventas
FAC-000819,TXN-202408-0326,2024-08-29,Familia Carvajal S.A.,3689234952457,52.38,7.86,60.24,Datafast,MASTERCARD,PAGADA,POS
FAC-000820,TXN-202408-0327,2024-08-06,Vaquero & Asociados S.Coop.,1651557826388,122.47,18.37,140.84,Datafast,VISA,PAGADA,E-commerce
FAC-000821,TXN-202408-0328,2024-08-28,Laura Revilla Sans S.A.D,1032427161862,278.34,41.75,320.09,PayPhone,VISA,PAGADA,POS
FAC-000822,TXN-202408-0329,2024-08-23,Grupo Marin S.C.P,9886974762370,46.94,7.04,53.98,Datafast,VISA,PAGADA,E-commerce
FAC-000823,TXN-202408-0330,2024-08-31,Ramiro Álamo Castejón S.L.N.E,3685478726819,354.79,53.22,408.01,Medianet,VISA,PAGADA,Ventas
FAC-000824,TXN-202408-0331,2024-08-28,Finanzas Bastida & Asociados S.Coop.,3419229412328,15.26,2.29,17.55,Medianet,MASTERCARD,PAGADA,POS
FAC-000825,TXN-202408-0332,2024-08-24,Compañía Rico S.L.U.,9906253941854,52.86,7.93,60.79,Datafast,VISA,PAGADA,E-commerce
FAC-000826,TXN-202408-0333,2024-08-16,Zacarías Ariza Marin S.A.,5354189258831,65.44,9.82,75.26,Datafast,VISA,PAGADA,E-commerce
FAC-000827,TXN-202408-0334,2024-08-04,Banco Reina S.A.,4300356303282,69.3,10.4,79.7,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000828,TXN-202408-0335,2024-08-08,Hermanos Izquierdo S.A.,6573549047986,1282.28,192.34,1474.62,Medianet,VISA,PAGADA,Ventas
FAC-000829,TXN-202408-0336,2024-08-06,Comercializadora Globales S.L.,5671689621325,38.7,5.81,44.51,Medianet,VISA,PAGADA,POS
FAC-000830,TXN-202408-0337,2024-08-15,Grupo Carbajo S.A.T.,1786286856434,2313.57,347.03,2660.6,Datafast,VISA,PAGADA,Ventas
FAC-000831,TXN-202408-0338,2024-08-18,Alimentación CAPX S.Coop.,6660882309258,66.21,9.93,76.14,PayPhone,MASTERCARD,PAGADA,POS
FAC-000832,TXN-202408-0339,2024-08-14,Restauración Casal y asociados S.L.,6628946736316,389.97,58.49,448.46,Medianet,VISA,PAGADA,POS
FAC-000833,TXN-202408-0340,2024-08-08,Inmobiliaria NZOA S.Com.,3530846017262,1481.85,222.28,1704.13,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000834,TXN-202408-0341,2024-08-01,Cintia Carrera Bosch S.A.,7503364908474,24.15,3.62,27.77,Datafast,VISA,PAGADA,POS
FAC-000835,TXN-202408-0342,2024-08-01,Barragán & Asociados S.L.N.E,8311634303101,34.95,5.24,40.19,PayPhone,AMEX,PAGADA,E-commerce
FAC-000836,TXN-202408-0343,2024-08-14,Servicios del Noroeste S.L.N.E,5963662284554,4.94,0.74,5.68,PayPhone,DINERS,PAGADA,E-commerce
FAC-000837,TXN-202408-0344,2024-08-29,Supermercados Torres S.Com.,1940857962295,16.64,2.5,19.14,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-000838,TXN-202408-0345,2024-08-27,Hotel LI S.L.N.E,1910848610660,305.5,45.82,351.32,Datafast,VISA,PAGADA,E-commerce
FAC-000839,TXN-202408-0346,2024-08-26,Tecnologías SFS S.Com.,9402604690174,258.24,38.74,296.98,Datafast,VISA,PAGADA,E-commerce
FAC-000840,TXN-202408-0347,2024-08-26,Transportes Manrique S.L.L.,8853891624410,52.8,7.92,60.72,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000841,TXN-202408-0348,2024-08-21,Logística Goñi S.A.,6367884573216,23.23,3.49,26.72,Datafast,AMEX,PAGADA,Ventas
FAC-000842,TXN-202408-0349,2024-08-01,Eleuterio Izquierdo Casas S.L.,5402423893544,138.15,20.72,158.87,Medianet,VISA,PAGADA,Ventas
FAC-000843,TXN-202408-0350,2024-08-09,Banca Privada Carlos S.L.,1171107298502,11.02,1.65,12.67,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000844,TXN-202408-0351,2024-08-16,Maximiano Suarez Tudela S.Coop.,4105066714853,14.17,2.13,16.3,Medianet,MASTERCARD,PAGADA,POS
FAC-000845,TXN-202408-0352,2024-08-15,Farmaceútica ZX S.Com.,3831714795541,434.03,65.11,499.14,Datafast,VISA,PAGADA,Ventas
FAC-000846,TXN-202408-0353,2024-08-02,Soluciones ORT S.L.N.E,3198249220288,417.12,62.57,479.69,Medianet,VISA,PAGADA,POS
FAC-000847,TXN-202408-0354,2024-08-27,Posada y Fabra S.L.U.,1952089521768,16.88,2.53,19.41,Medianet,VISA,PAGADA,E-commerce
FAC-000848,TXN-202408-0355,2024-08-08,Hnos Villa S.A.,1012696250507,54.44,8.17,62.61,PayPhone,AMEX,PAGADA,Ventas
FAC-000849,TXN-202408-0356,2024-08-15,Alimentación Roma S.A.,3924913943032,81.8,12.27,94.07,Medianet,VISA,PAGADA,Ventas
FAC-000850,TXN-202408-0357,2024-08-22,Hotel Iberia S.L.U.,5602749623838,1462.66,219.4,1682.06,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000851,TXN-202408-0358,2024-08-18,Selena Sedano Perera S.Com.,4640376543999,341.55,51.23,392.78,PayPhone,VISA,PAGADA,E-commerce
FAC-000852,TXN-202408-0359,2024-08-02,Comercializadora Española S.L.L.,4428580330864,27.85,4.18,32.03,Datafast,VISA,PAGADA,E-commerce
FAC-000853,TXN-202408-0360,2024-08-06,Sandalio Camino Manrique S.L.L.,2248632908505,188.09,28.21,216.3,Datafast,VISA,PAGADA,E-commerce
FAC-000854,TXN-202408-0361,2024-08-19,Talleres BQ S.L.N.E,1748715905182,67.53,10.13,77.66,Medianet,VISA,PAGADA,Ventas
FAC-000855,TXN-202408-0362,2024-08-06,Rovira y asociados S.Coop.,3777210907444,10.18,1.53,11.71,Datafast,MASTERCARD,PAGADA,POS
FAC-000856,TXN-202408-0363,2024-08-21,Aliaga & Asociados S.A.,7093911717400,2602.11,390.32,2992.43,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000857,TXN-202408-0364,2024-08-05,Construcción Torres y asociados S.A.U,3545688486573,358.63,53.79,412.42,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000858,TXN-202408-0365,2024-08-26,Gallart & Asociados S.L.,7144966607236,345.92,51.89,397.81,Datafast,DINERS,PAGADA,Ventas
FAC-000859,TXN-202408-0366,2024-08-09,Domínguez y asociados S.Com.,5804741208180,51.59,7.74,59.33,Medianet,VISA,PAGADA,Ventas
FAC-000860,TXN-202408-0367,2024-08-07,Inversiones LXN S.C.P,3468938252894,49.81,7.47,57.28,Datafast,VISA,PAGADA,E-commerce
FAC-000861,TXN-202408-0368,2024-08-27,Roma y Ojeda S.L.,1043935160269,170.12,25.52,195.64,Datafast,VISA,PAGADA,POS
FAC-000862,TXN-202408-0369,2024-08-10,Hotel Castell & Asociados S.A.,5277526684803,14.46,2.17,16.63,PayPhone,MASTERCARD,PAGADA,POS
FAC-000863,TXN-202408-0370,2024-08-24,Banco Integrales S.Coop.,9516367817524,254.35,38.15,292.5,Medianet,VISA,PAGADA,POS
FAC-000864,TXN-202408-0371,2024-08-11,Evaristo Piquer Duran S.Coop.,9281353764298,44.79,6.72,51.51,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000865,TXN-202408-0372,2024-08-22,Finanzas del Norte S.Com.,3993039539526,138.91,20.84,159.75,Datafast,DINERS,PAGADA,E-commerce
FAC-000866,TXN-202408-0373,2024-08-11,Infraestructuras IW S.L.U.,1588532987340,31.08,4.66,35.74,Medianet,VISA,PAGADA,Ventas
