authorization_code,transaction_id,transaction_date,gateway_name,card_type,card_last4,gross_amount,gateway_fee,net_to_bank,currency,status,batch_id
AUTH391437,TXN-202409-0017,2024-09-28,PayPhone,VISA,6753,26.64,1.01,24.18,USD,SETTLED,BATCH-8186
AUTH790685,TXN-202409-0018,2024-09-29,Datafast,VISA,3643,140.48,4.92,127.84,USD,SETTLED,BATCH-4965
AUTH924547,TXN-202409-0019,2024-09-26,Medianet,DINERS,3293,15.29,0.49,13.96,USD,SETTLED,BATCH-7139
AUTH357276,TXN-202409-0020,2024-09-20,PayPhone,AMEX,4757,470.73,17.89,426.95,USD,SETTLED,BATCH-9634
AUTH951153,TXN-202409-0021,2024-09-08,Datafast,VISA,3340,241.58,8.46,219.83,USD,SETTLED,BATCH-7539
AUTH156941,TXN-202409-0022,2024-09-23,Datafast,VISA,3426,59.82,2.09,54.44,USD,SETTLED,BATCH-7557
AUTH831250,TXN-202409-0023,2024-09-02,Datafast,DINERS,3965,94.05,3.29,85.59,USD,SETTLED,BATCH-8962
AUTH253824,TXN-202409-0024,2024-09-03,Datafast,VISA,3867,483.93,16.94,440.37,USD,SETTLED,BATCH-2709
AUTH920835,TXN-202409-0025,2024-09-09,Medianet,MASTERCARD,3539,395.24,12.65,360.85,USD,SETTLED,BATCH-6667
AUTH827436,TXN-202409-0026,2024-09-21,Medianet,MASTERCARD,5651,183.0,5.86,167.08,USD,SETTLED,BATCH-6346
AUTH811243,TXN-202409-0027,2024-09-19,Medianet,MASTERCARD,1215,306.46,9.81,279.8,USD,SETTLED,BATCH-5279
AUTH961956,TXN-202409-0028,2024-09-15,Medianet,AMEX,9782,5.81,0.19,5.3,USD,SETTLED,BATCH-5465
AUTH876345,TXN-202409-0029,2024-09-26,PayPhone,MASTERCARD,5550,31.47,1.2,28.54,USD,SETTLED,BATCH-7829
AUTH179004,TXN-202409-0030,2024-09-24,Datafast,VISA,8717,2373.56,83.07,2159.94,USD,SETTLED,BATCH-1258
AUTH588540,TXN-202409-0031,2024-09-22,Datafast,MASTERCARD,6353,320.6,11.22,291.74,USD,SETTLED,BATCH-6653
AUTH859881,TXN-202409-0032,2024-09-17,PayPhone,MASTERCARD,3548,11.19,0.43,10.15,USD,SETTLED,BATCH-5014
AUTH664948,TXN-202409-0033,2024-09-28,PayPhone,VISA,9618,26.07,0.99,23.65,USD,SETTLED,BATCH-3527
AUTH217069,TXN-202409-0034,2024-09-05,Datafast,VISA,4155,49.38,1.73,44.94,USD,SETTLED,BATCH-7438
AUTH534409,TXN-202409-0035,2024-09-16,Datafast,AMEX,6864,57.56,2.01,52.38,USD,SETTLED,BATCH-1670
AUTH594378,TXN-202409-0036,2024-09-05,Medianet,AMEX,5868,11.33,0.36,10.35,USD,SETTLED,BATCH-8166
AUTH626382,TXN-202409-0037,2024-09-25,PayPhone,VISA,1523,79.52,3.02,72.12,USD,SETTLED,BATCH-8938
AUTH105851,TXN-202409-0038,2024-09-24,Datafast,VISA,1021,168.56,5.9,153.38,USD,SETTLED,BATCH-5379
AUTH505132,TXN-202409-0039,2024-09-15,Datafast,VISA,5471,102.06,3.57,92.88,USD,SETTLED,BATCH-7601
AUTH764815,TXN-202409-0040,2024-09-08,Datafast,VISA,2511,2806.15,98.22,2553.59,USD,SETTLED,BATCH-3257
AUTH495213,TXN-202409-0041,2024-09-14,Medianet,VISA,1639,44.78,1.43,40.88,USD,SETTLED,BATCH-9122
AUTH772025,TXN-202409-0042,2024-09-17,Datafast,MASTERCARD,5390,28.68,1.0,26.1,USD,SETTLED,BATCH-3228
AUTH384247,TXN-202409-0043,2024-09-28,PayPhone,VISA,8411,31.54,1.2,28.6,USD,SETTLED,BATCH-1787
AUTH795545,TXN-202409-0044,2024-09-26,Medianet,MASTERCARD,2897,25.27,0.81,23.07,USD,SETTLED,BATCH-6451
AUTH332567,TXN-202409-0045,2024-09-08,Datafast,MASTERCARD,4738,55.65,1.95,50.64,USD,SETTLED,BATCH-4378
AUTH810725,TXN-202409-0046,2024-09-06,Medianet,MASTERCARD,7111,55.83,1.79,50.97,USD,SETTLED,BATCH-7473
AUTH219430,TXN-202409-0047,2024-09-04,Medianet,MASTERCARD,2667,85.02,2.72,77.62,USD,SETTLED,BATCH-5897
AUTH460437,TXN-202409-0048,2024-09-07,Datafast,VISA,2891,26.25,0.92,23.89,USD,SETTLED,BATCH-2031
AUTH776541,TXN-202409-0049,2024-09-27,Datafast,VISA,5034,2141.51,74.95,1948.77,USD,SETTLED,BATCH-2754
AUTH653337,TXN-202409-0050,2024-09-28,PayPhone,MASTERCARD,6685,130.39,4.95,118.27,USD,SETTLED,BATCH-3509
AUTH708067,TXN-202409-0051,2024-09-06,Datafast,MASTERCARD,1486,317.75,11.12,289.15,USD,SETTLED,BATCH-9695
AUTH892309,TXN-202409-0052,2024-09-21,Medianet,VISA,6151,75.21,2.41,68.67,USD,SETTLED,BATCH-6718
AUTH895474,TXN-202409-0053,2024-09-25,PayPhone,VISA,4182,72.75,2.76,65.99,USD,SETTLED,BATCH-7697
AUTH154321,TXN-202409-0054,2024-09-13,Datafast,MASTERCARD,6221,9.68,0.34,8.8,USD,SETTLED,BATCH-8281
AUTH207957,TXN-202409-0055,2024-09-03,PayPhone,VISA,8258,154.73,5.88,140.34,USD,SETTLED,BATCH-3515
AUTH498053,TXN-202409-0056,2024-09-04,PayPhone,VISA,3385,53.41,2.03,48.45,USD,SETTLED,BATCH-9213
AUTH782089,TXN-202409-0057,2024-09-15,Medianet,VISA,3698,124.62,3.99,113.77,USD,SETTLED,BATCH-6970
AUTH992248,TXN-202409-0058,2024-09-25,Datafast,VISA,9693,59.57,2.08,54.21,USD,SETTLED,BATCH-1697
AUTH364867,TXN-202409-0059,2024-09-02,Datafast,VISA,3150,80.36,2.81,73.13,USD,SETTLED,BATCH-3796
AUTH909918,TXN-202409-0060,2024-09-01,Datafast,VISA,1125,34.35,1.2,31.26,USD,SETTLED,BATCH-2400
AUTH709137,TXN-202409-0061,2024-09-24,Medianet,MASTERCARD,8154,35.29,1.13,32.22,USD,SETTLED,BATCH-6855
AUTH857819,TXN-202409-0062,2024-09-16,Medianet,VISA,5739,2544.94,81.44,2323.53,USD,SETTLED,BATCH-6258
AUTH790141,TXN-202409-0063,2024-09-13,Medianet,DINERS,2927,56.14,1.8,51.25,USD,SETTLED,BATCH-4563
AUTH248810,TXN-202409-0064,2024-09-11,Medianet,DINERS,6888,45.1,1.44,41.18,USD,SETTLED,BATCH-5028
AUTH991207,TXN-202409-0065,2024-09-18,PayPhone,MASTERCARD,9017,20.23,0.77,18.35,USD,SETTLED,BATCH-1321
AUTH785820,TXN-202409-0066,2024-09-04,PayPhone,MASTERCARD,1670,34.26,1.3,31.08,USD,SETTLED,BATCH-9144
AUTH635824,TXN-202409-0067,2024-09-07,Medianet,VISA,8608,263.95,8.45,240.98,USD,SETTLED,BATCH-8438
AUTH197678,TXN-202409-0068,2024-09-13,Datafast,VISA,9588,1096.21,38.37,997.55,USD,SETTLED,BATCH-6573
AUTH444528,TXN-202409-0069,2024-09-26,Medianet,MASTERCARD,4936,77.37,2.48,70.64,USD,SETTLED,BATCH-6243
AUTH101544,TXN-202409-0070,2024-09-24,PayPhone,VISA,1478,30.33,1.15,27.52,USD,SETTLED,BATCH-9995
AUTH309414,TXN-202409-0071,2024-09-22,Datafast,VISA,3091,299.71,10.49,272.73,USD,SETTLED,BATCH-3273
AUTH570567,TXN-202409-0072,2024-09-05,Datafast,MASTERCARD,9854,592.19,20.73,538.89,USD,SETTLED,BATCH-2463
AUTH912343,TXN-202409-0073,2024-09-23,Medianet,VISA,1281,614.5,19.66,561.04,USD,SETTLED,BATCH-3600
AUTH148634,TXN-202409-0074,2024-09-26,Datafast,VISA,2192,28.05,0.98,25.53,USD,SETTLED,BATCH-7328
AUTH219996,TXN-202409-0075,2024-09-04,Datafast,VISA,1388,423.48,14.82,385.37,USD,SETTLED,BATCH-3988
AUTH599073,TXN-202409-0076,2024-09-14,Datafast,MASTERCARD,5916,65.33,2.29,59.45,USD,SETTLED,BATCH-7828
AUTH157041,TXN-202409-0077,2024-09-22,PayPhone,DINERS,2676,216.18,8.21,196.08,USD,SETTLED,BATCH-5256
AUTH728177,TXN-202409-0078,2024-09-02,Medianet,VISA,5713,1033.08,33.06,943.2,USD,SETTLED,BATCH-4564
AUTH263657,TXN-202409-0079,2024-09-06,Datafast,VISA,6397,61.82,2.16,56.26,USD,SETTLED,BATCH-7074
AUTH532292,TXN-202409-0080,2024-09-05,Datafast,VISA,4974,48.65,1.7,44.27,USD,SETTLED,BATCH-7515
AUTH761453,TXN-202409-0081,2024-09-29,Medianet,MASTERCARD,5936,16.83,0.54,15.36,USD,SETTLED,BATCH-8826
AUTH412836,TXN-202409-0082,2024-09-19,Datafast,VISA,2264,2266.85,79.34,2062.83,USD,SETTLED,BATCH-9388
AUTH144597,TXN-202409-0083,2024-09-07,Datafast,AMEX,6454,370.79,12.98,337.41,USD,SETTLED,BATCH-5374
AUTH567944,TXN-202409-0084,2024-09-20,Medianet,MASTERCARD,3068,75.36,2.41,68.81,USD,SETTLED,BATCH-5727
AUTH150252,TXN-202409-0085,2024-09-21,Datafast,VISA,9364,76.27,2.67,69.41,USD,SETTLED,BATCH-7478
AUTH313476,TXN-202409-0086,2024-09-17,Datafast,VISA,2566,13.81,0.48,12.57,USD,SETTLED,BATCH-1041
AUTH132597,TXN-202409-0087,2024-09-15,Medianet,AMEX,5303,1768.85,56.6,1614.96,USD,SETTLED,BATCH-8304
AUTH638105,TXN-202409-0088,2024-09-22,Medianet,VISA,5717,64.75,2.07,59.12,USD,SETTLED,BATCH-1366
AUTH759663,TXN-202409-0089,2024-09-12,Datafast,VISA,8692,635.07,22.23,577.91,USD,SETTLED,BATCH-8872
AUTH665624,TXN-202409-0090,2024-09-15,Datafast,VISA,7717,453.83,15.88,412.99,USD,SETTLED,BATCH-6626
AUTH132972,TXN-202409-0091,2024-09-01,Datafast,VISA,8440,16.85,0.59,15.33,USD,SETTLED,BATCH-2346
AUTH642723,TXN-202409-0092,2024-09-19,Medianet,VISA,5715,38.36,1.23,35.02,USD,SETTLED,BATCH-2639
AUTH771740,TXN-202409-0093,2024-09-04,Datafast,MASTERCARD,3111,176.63,6.18,160.73,USD,SETTLED,BATCH-9271
AUTH168776,TXN-202409-0094,2024-09-29,Datafast,VISA,1596,20.0,0.7,18.2,USD,SETTLED,BATCH-2059
AUTH576327,TXN-202409-0095,2024-09-07,Datafast,MASTERCARD,3871,37.69,1.32,34.29,USD,SETTLED,BATCH-8472
AUTH267073,TXN-202409-0096,2024-09-21,Datafast,VISA,2392,58.99,2.06,53.69,USD,SETTLED,BATCH-8917
AUTH521644,TXN-202409-0097,2024-09-02,PayPhone,VISA,9354,56.92,2.16,51.63,USD,SETTLED,BATCH-7138
AUTH257519,TXN-202409-0098,2024-09-11,Datafast,AMEX,4658,17.84,0.62,16.24,USD,SETTLED,BATCH-7067
AUTH654373,TXN-202409-0099,2024-09-20,PayPhone,MASTERCARD,1369,347.96,17.82,311.0,USD,SETTLED,BATCH-2122
AUTH273648,TXN-202409-0100,2024-09-17,Medianet,MASTERCARD,7316,35.88,1.15,32.76,USD,SETTLED,BATCH-3509
AUTH729814,TXN-202409-0101,2024-09-01,PayPhone,VISA,4637,39.71,2.02,35.5,USD,SETTLED,BATCH-5543
AUTH534759,TXN-202409-0102,2024-09-08,Datafast,AMEX,6641,37.57,1.31,34.19,USD,SETTLED,BATCH-5897
AUTH676997,TXN-202409-0103,2024-09-02,PayPhone,AMEX,9154,255.46,9.71,231.7,USD,SETTLED,BATCH-2572
AUTH282298,TXN-202409-0104,2024-09-13,PayPhone,MASTERCARD,1408,36.93,1.4,33.5,USD,SETTLED,BATCH-6026
AUTH782918,TXN-202409-0105,2024-09-03,PayPhone,MASTERCARD,4724,42.15,1.6,38.23,USD,SETTLED,BATCH-3706
AUTH907816,TXN-202409-0106,2024-09-12,Medianet,MASTERCARD,8612,21.35,0.68,19.5,USD,SETTLED,BATCH-6555
AUTH410360,TXN-202409-0107,2024-09-06,Datafast,DINERS,2890,55.18,1.93,50.22,USD,SETTLED,BATCH-4375
AUTH973383,TXN-202409-0108,2024-09-15,Datafast,MASTERCARD,3390,490.1,17.15,446.0,USD,SETTLED,BATCH-2643
AUTH413678,TXN-202409-0109,2024-09-15,PayPhone,VISA,2594,235.58,8.95,213.67,USD,SETTLED,BATCH-8036
AUTH983370,TXN-202409-0110,2024-09-11,Medianet,AMEX,4635,72.01,2.3,65.75,USD,SETTLED,BATCH-5515
AUTH652156,TXN-202409-0111,2024-09-18,Datafast,VISA,8284,75.96,2.66,69.12,USD,SETTLED,BATCH-9871
AUTH442096,TXN-202409-0112,2024-09-24,Medianet,MASTERCARD,5105,71.06,2.27,64.88,USD,SETTLED,BATCH-3913
AUTH888807,TXN-202409-0113,2024-09-13,Medianet,AMEX,4924,8.87,0.28,8.1,USD,SETTLED,BATCH-9519
AUTH131657,TXN-202409-0114,2024-09-23,Datafast,VISA,7594,53.61,1.88,48.78,USD,SETTLED,BATCH-5006
AUTH792598,TXN-202409-0115,2024-09-18,Medianet,MASTERCARD,1225,30.12,0.96,27.5,USD,SETTLED,BATCH-9476
AUTH991980,TXN-202409-0116,2024-09-23,Medianet,MASTERCARD,6225,445.88,14.27,407.09,USD,SETTLED,BATCH-6510
AUTH120175,TXN-202409-0117,2024-09-17,Medianet,MASTERCARD,6438,72.34,2.31,66.05,USD,SETTLED,BATCH-8796
AUTH579873,TXN-202409-0118,2024-09-17,Datafast,VISA,6294,38.93,1.36,35.43,USD,SETTLED,BATCH-5458
AUTH254460,TXN-202409-0119,2024-09-29,PayPhone,VISA,6643,66.9,2.54,60.68,USD,SETTLED,BATCH-8208
AUTH641421,TXN-202409-0120,2024-09-29,Datafast,VISA,9077,371.15,12.99,337.75,USD,SETTLED,BATCH-8289
AUTH632301,TXN-202409-0121,2024-09-06,Datafast,AMEX,7096,34.3,1.2,31.22,USD,SETTLED,BATCH-8116
AUTH791820,TXN-202409-0122,2024-09-05,PayPhone,VISA,6014,13.4,0.51,12.16,USD,SETTLED,BATCH-6742
AUTH707601,TXN-202409-0123,2024-09-14,Datafast,VISA,1341,556.73,19.49,506.62,USD,SETTLED,BATCH-7213
AUTH455340,TXN-202409-0124,2024-09-21,Medianet,VISA,9924,38.29,1.23,34.96,USD,SETTLED,BATCH-6230
AUTH692389,TXN-202409-0125,2024-09-17,Datafast,VISA,5558,177.58,6.22,161.59,USD,SETTLED,BATCH-1601
AUTH292781,TXN-202409-0126,2024-09-16,Datafast,MASTERCARD,4056,410.47,14.37,373.53,USD,SETTLED,BATCH-8887
AUTH772751,TXN-202409-0127,2024-09-19,Medianet,MASTERCARD,1010,39.35,1.26,35.93,USD,SETTLED,BATCH-1307
AUTH778267,TXN-202409-0128,2024-09-12,PayPhone,VISA,7866,175.25,6.66,158.95,USD,SETTLED,BATCH-6925
AUTH589608,TXN-202409-0129,2024-09-06,Medianet,VISA,8043,39.19,1.25,35.79,USD,SETTLED,BATCH-6343
AUTH762014,TXN-202409-0130,2024-09-27,PayPhone,MASTERCARD,1800,77.99,2.96,70.74,USD,SETTLED,BATCH-5964
AUTH388998,TXN-202409-0131,2024-09-02,Medianet,MASTERCARD,5883,22.84,0.73,20.85,USD,SETTLED,BATCH-5314
AUTH193131,TXN-202409-0132,2024-09-23,Medianet,VISA,6886,20.39,0.65,18.62,USD,SETTLED,BATCH-4444
AUTH178917,TXN-202409-0133,2024-09-06,Medianet,DINERS,3510,38.63,1.24,35.26,USD,SETTLED,BATCH-6012
AUTH539299,TXN-202409-0134,2024-09-05,Datafast,DINERS,9516,42.46,1.49,38.64,USD,SETTLED,BATCH-4647
AUTH666060,TXN-202409-0135,2024-09-17,PayPhone,VISA,9900,1865.36,70.88,1691.89,USD,SETTLED,BATCH-8076
AUTH102288,TXN-202409-0136,2024-09-25,Medianet,VISA,8031,487.23,15.59,444.84,USD,SETTLED,BATCH-9798
AUTH543529,TXN-202409-0137,2024-09-11,Medianet,MASTERCARD,1242,467.36,14.96,426.7,USD,SETTLED,BATCH-8712
AUTH721109,TXN-202409-0138,2024-09-04,Datafast,VISA,7181,55.85,1.95,50.83,USD,SETTLED,BATCH-9071
AUTH818718,TXN-202409-0139,2024-09-11,Datafast,MASTERCARD,2092,31.8,1.11,28.94,USD,SETTLED,BATCH-2668
AUTH217789,TXN-202409-0140,2024-09-25,Medianet,VISA,1794,63.6,2.04,58.06,USD,SETTLED,BATCH-6509
AUTH854169,TXN-202409-0141,2024-09-03,Datafast,VISA,7365,364.37,12.75,331.58,USD,SETTLED,BATCH-7726
AUTH728978,TXN-202409-0142,2024-09-02,Datafast,VISA,6432,294.85,10.32,268.31,USD,SETTLED,BATCH-3862
AUTH503574,TXN-202409-0143,2024-09-12,Datafast,VISA,7887,235.24,8.23,214.07,USD,SETTLED,BATCH-3307
AUTH215530,TXN-202409-0144,2024-09-03,Datafast,VISA,8531,2685.75,94.0,2444.03,USD,SETTLED,BATCH-1043
AUTH279820,TXN-202409-0145,2024-09-10,Medianet,VISA,4941,2509.21,93.09,2278.12,USD,SETTLED,BATCH-5352
AUTH938660,TXN-202409-0146,2024-09-05,PayPhone,DINERS,4826,72.23,2.74,65.52,USD,SETTLED,BATCH-1880
AUTH595187,TXN-202409-0147,2024-09-17,Medianet,VISA,8411,79.13,2.53,72.25,USD,SETTLED,BATCH-8976
AUTH525873,TXN-202409-0148,2024-09-14,Datafast,DINERS,5478,117.15,4.1,106.61,USD,SETTLED,BATCH-7634
AUTH510950,TXN-202409-0149,2024-09-25,PayPhone,VISA,7082,378.3,14.38,343.12,USD,SETTLED,BATCH-4948
AUTH238864,TXN-202409-0150,2024-09-27,Datafast,AMEX,8275,41.79,1.46,38.03,USD,SETTLED,BATCH-5889
AUTH116311,TXN-202409-0151,2024-09-01,PayPhone,VISA,1708,274.65,10.44,249.1,USD,SETTLED,BATCH-2844
AUTH684548,TXN-202409-0152,2024-09-04,Datafast,VISA,2359,347.36,12.16,316.1,USD,SETTLED,BATCH-6665
AUTH134701,TXN-202409-0153,2024-09-21,Medianet,VISA,7538,73.01,2.34,66.65,USD,SETTLED,BATCH-4448
AUTH656147,TXN-202409-0154,2024-09-20,Datafast,MASTERCARD,6215,77.8,2.72,70.8,USD,SETTLED,BATCH-6897
AUTH239952,TXN-202409-0155,2024-09-22,Datafast,VISA,3357,24.34,0.85,22.15,USD,SETTLED,BATCH-8599
AUTH981508,TXN-202409-0156,2024-09-01,PayPhone,AMEX,8277,59.97,2.28,54.39,USD,SETTLED,BATCH-8645
AUTH117556,TXN-202409-0157,2024-09-05,Datafast,VISA,7789,70.87,2.48,64.49,USD,SETTLED,BATCH-3047
AUTH351771,TXN-202409-0158,2024-09-12,Datafast,VISA,2527,73.41,2.57,66.81,USD,SETTLED,BATCH-1834
AUTH755255,TXN-202409-0159,2024-09-25,Datafast,MASTERCARD,4648,1784.67,62.46,1624.05,USD,SETTLED,BATCH-1782
AUTH225878,TXN-202409-0160,2024-09-28,Datafast,VISA,7852,308.36,10.79,280.61,USD,SETTLED,BATCH-2798
AUTH578454,TXN-202409-0161,2024-09-23,PayPhone,MASTERCARD,2132,56.41,2.14,51.17,USD,SETTLED,BATCH-3016
AUTH159578,TXN-202409-0162,2024-09-17,Datafast,MASTERCARD,5896,85.42,2.99,77.74,USD,SETTLED,BATCH-6456
AUTH766477,TXN-202409-0163,2024-09-04,Datafast,VISA,1959,73.31,2.57,66.71,USD,SETTLED,BATCH-5133
AUTH894201,TXN-202409-0164,2024-09-20,Datafast,VISA,3293,72.28,2.53,65.78,USD,SETTLED,BATCH-8575
AUTH943542,TXN-202409-0165,2024-09-25,PayPhone,MASTERCARD,6860,46.33,1.76,42.03,USD,SETTLED,BATCH-8452
AUTH283742,TXN-202409-0166,2024-09-01,Datafast,AMEX,4603,14.84,0.52,13.5,USD,SETTLED,BATCH-4747
AUTH541743,TXN-202409-0167,2024-09-20,Datafast,MASTERCARD,1335,38.15,1.34,34.71,USD,SETTLED,BATCH-5714
AUTH304072,TXN-202409-0168,2024-09-27,Medianet,VISA,9389,92.08,2.95,84.07,USD,SETTLED,BATCH-5306
AUTH805186,TXN-202409-0169,2024-09-05,Datafast,AMEX,5593,21.99,0.77,20.01,USD,SETTLED,BATCH-4938
AUTH377413,TXN-202409-0170,2024-09-03,Datafast,VISA,4185,409.29,14.33,372.45,USD,SETTLED,BATCH-2175
AUTH394241,TXN-202409-0171,2024-09-26,Medianet,MASTERCARD,8846,13.09,0.42,11.95,USD,SETTLED,BATCH-5299
AUTH382406,TXN-202409-0172,2024-09-03,Medianet,VISA,7528,23.98,0.77,21.89,USD,SETTLED,BATCH-9790
AUTH328948,TXN-202409-0173,2024-09-07,Medianet,MASTERCARD,3633,466.44,14.93,425.86,USD,SETTLED,BATCH-8925
AUTH441902,TXN-202409-0174,2024-09-28,PayPhone,VISA,7517,11.81,0.45,10.71,USD,SETTLED,BATCH-3187
AUTH942078,TXN-202409-0175,2024-09-17,PayPhone,DINERS,5845,17.04,0.65,15.45,USD,SETTLED,BATCH-3833
AUTH723758,TXN-202409-0176,2024-09-25,Medianet,MASTERCARD,5413,66.47,2.13,60.69,USD,SETTLED,BATCH-6773
AUTH500016,TXN-202409-0177,2024-09-25,Medianet,MASTERCARD,5936,929.43,29.74,848.58,USD,SETTLED,BATCH-6984
AUTH760827,TXN-202409-0178,2024-09-28,Datafast,MASTERCARD,8533,2801.19,98.04,2549.09,USD,SETTLED,BATCH-8672
AUTH782581,TXN-202409-0179,2024-09-04,Datafast,MASTERCARD,9173,55.51,1.94,50.51,USD,SETTLED,BATCH-9199
AUTH292812,TXN-202409-0180,2024-09-14,PayPhone,DINERS,3954,43.57,1.66,39.51,USD,SETTLED,BATCH-6517
AUTH773107,TXN-202409-0181,2024-09-16,Medianet,VISA,6293,43.98,1.41,40.15,USD,SETTLED,BATCH-7574
AUTH365375,TXN-202409-0182,2024-09-04,Medianet,MASTERCARD,1149,29.61,0.95,27.03,USD,SETTLED,BATCH-5170
AUTH450232,TXN-202409-0183,2024-09-15,Datafast,MASTERCARD,9708,78.21,2.74,71.17,USD,SETTLED,BATCH-2701
AUTH647273,TXN-202409-0184,2024-09-03,Medianet,VISA,5620,159.29,5.1,145.43,USD,SETTLED,BATCH-4657
AUTH813521,TXN-202409-0185,2024-09-22,PayPhone,VISA,4017,55.56,2.11,50.39,USD,SETTLED,BATCH-6613
AUTH961216,TXN-202409-0186,2024-09-13,Datafast,MASTERCARD,4938,130.07,4.55,118.37,USD,SETTLED,BATCH-5429
AUTH608090,TXN-202409-0187,2024-09-06,Medianet,DINERS,3307,454.82,14.55,415.27,USD,SETTLED,BATCH-8992
AUTH106154,TXN-202409-0188,2024-09-13,Datafast,VISA,5104,68.3,2.39,62.16,USD,SETTLED,BATCH-6062
AUTH185168,TXN-202409-0189,2024-09-25,Datafast,VISA,3852,62.36,2.18,56.75,USD,SETTLED,BATCH-2560
AUTH287320,TXN-202409-0190,2024-09-12,Medianet,MASTERCARD,4483,476.15,15.24,434.72,USD,SETTLED,BATCH-7447
AUTH111484,TXN-202409-0191,2024-09-05,Medianet,DINERS,5939,1778.54,56.91,1623.81,USD,SETTLED,BATCH-9748
AUTH871526,TXN-202409-0192,2024-09-05,Datafast,VISA,9393,52.13,1.82,47.44,USD,SETTLED,BATCH-6387
AUTH882634,TXN-202409-0193,2024-09-06,Datafast,VISA,1078,55.86,1.96,50.83,USD,SETTLED,BATCH-7129
AUTH409576,TXN-202409-0194,2024-09-25,Medianet,VISA,1522,51.74,1.66,47.23,USD,SETTLED,BATCH-8661
AUTH949877,TXN-202409-0195,2024-09-10,Medianet,MASTERCARD,5487,39.95,1.28,36.47,USD,SETTLED,BATCH-4506
AUTH794077,TXN-202409-0196,2024-09-18,Datafast,MASTERCARD,2310,65.71,2.3,59.79,USD,SETTLED,BATCH-6145
AUTH789700,TXN-202409-0197,2024-09-04,Datafast,MASTERCARD,8444,2700.31,94.51,2457.29,USD,SETTLED,BATCH-3484
AUTH249531,TXN-202409-0198,2024-09-06,Datafast,AMEX,3064,7.7,0.27,7.0,USD,SETTLED,BATCH-4895
AUTH412744,TXN-202409-0199,2024-09-14,Medianet,MASTERCARD,6043,148.94,4.77,135.98,USD,SETTLED,BATCH-3368
AUTH270190,TXN-202409-0200,2024-09-16,Datafast,VISA,2812,318.92,11.16,290.22,USD,SETTLED,BATCH-9788
AUTH789574,TXN-202409-0201,2024-09-06,Medianet,MASTERCARD,6423,47.17,1.51,43.07,USD,SETTLED,BATCH-7008
AUTH492099,TXN-202409-0202,2024-09-22,Datafast,VISA,6603,238.68,8.35,217.2,USD,SETTLED,BATCH-7109
AUTH325391,TXN-202409-0203,2024-09-05,Medianet,VISA,5040,49.28,1.58,44.99,USD,SETTLED,BATCH-6726
AUTH527632,TXN-202409-0204,2024-09-11,Datafast,MASTERCARD,7526,71.85,2.51,65.39,USD,SETTLED,BATCH-1289
AUTH725654,TXN-202409-0205,2024-09-22,Datafast,VISA,2769,31.35,1.1,28.53,USD,SETTLED,BATCH-6636
AUTH119469,TXN-202409-0206,2024-09-03,Datafast,MASTERCARD,6367,462.36,16.18,420.75,USD,SETTLED,BATCH-8962
AUTH714011,TXN-202409-0207,2024-09-22,Datafast,VISA,9758,7.8,0.27,7.1,USD,SETTLED,BATCH-5938
AUTH194397,TXN-202409-0208,2024-09-19,Medianet,AMEX,6538,57.2,1.83,52.23,USD,SETTLED,BATCH-8992
AUTH263798,TXN-202409-0209,2024-09-26,PayPhone,VISA,6166,47.94,1.82,43.48,USD,SETTLED,BATCH-6933
AUTH333653,TXN-202409-0210,2024-09-25,Datafast,MASTERCARD,8512,42.71,1.49,38.87,USD,SETTLED,BATCH-9217
AUTH580802,TXN-202409-0211,2024-09-16,Datafast,MASTERCARD,5616,37.7,1.32,34.3,USD,SETTLED,BATCH-2601
AUTH481924,TXN-202409-0212,2024-09-10,PayPhone,MASTERCARD,1471,305.05,11.59,276.68,USD,SETTLED,BATCH-7697
AUTH360722,TXN-202409-0213,2024-09-24,Datafast,DINERS,7294,21.94,0.77,19.96,USD,SETTLED,BATCH-7593
AUTH109389,TXN-202409-0214,2024-09-19,Medianet,MASTERCARD,3852,194.81,6.23,177.86,USD,SETTLED,BATCH-1725
AUTH291511,TXN-202409-0215,2024-09-10,Datafast,VISA,9175,353.65,12.38,321.82,USD,SETTLED,BATCH-3545
AUTH678100,TXN-202409-0216,2024-09-13,PayPhone,VISA,7206,20.01,0.76,18.15,USD,SETTLED,BATCH-9698
AUTH379193,TXN-202409-0217,2024-09-01,Medianet,VISA,1244,155.85,4.99,142.29,USD,SETTLED,BATCH-5300
AUTH697558,TXN-202409-0218,2024-09-27,Medianet,AMEX,3656,169.44,5.42,154.71,USD,SETTLED,BATCH-2926
AUTH573273,TXN-202409-0219,2024-09-28,PayPhone,VISA,5547,419.75,15.95,380.71,USD,SETTLED,BATCH-4168
AUTH524745,TXN-202409-0220,2024-09-15,PayPhone,MASTERCARD,3695,20.05,0.76,18.19,USD,SETTLED,BATCH-7726
AUTH962892,TXN-202409-0221,2024-09-14,Datafast,MASTERCARD,7044,434.53,15.21,395.42,USD,SETTLED,BATCH-3746
AUTH956018,TXN-202409-0222,2024-09-09,PayPhone,AMEX,8408,435.31,16.54,394.83,USD,SETTLED,BATCH-4904
AUTH838423,TXN-202409-0223,2024-09-04,Medianet,VISA,2006,250.46,8.01,228.68,USD,SETTLED,BATCH-4496
AUTH161654,TXN-202409-0224,2024-09-18,Datafast,VISA,4918,274.95,9.62,250.21,USD,SETTLED,BATCH-5947
