liquidation_id,bank_reference,transaction_id,settlement_date,transaction_date,gateway,card_type,card_last4,gross_amount,commission_amount,vat_retention,income_retention,net_amount,status,chargeback_flag,original_transaction_id
LIQ-00657,BNK792852,TXN-202408-0157,2024-08-15,2024-08-12,Medianet,MASTERCARD,3012,488.71,15.64,21.99,4.89,446.19,SETTLED,0,
LIQ-00658,BNK797678,TXN-202408-0158,2024-08-25,2024-08-23,Datafast,VISA,8008,73.28,2.56,3.3,0.73,66.69,SETTLED,0,
LIQ-00659,BNK791288,TXN-202408-0159,2024-08-30,2024-08-27,Datafast,VISA,8475,460.89,16.13,20.74,4.61,419.41,SETTLED,0,
LIQ-00660,BNK128761,TXN-202408-0160,2024-08-27,2024-08-24,Medianet,VISA,6983,43.38,1.39,1.95,0.43,39.61,SETTLED,0,
LIQ-00661,BNK761467,TXN-202408-0161,2024-08-12,2024-08-10,Datafast,VISA,1175,79.15,2.77,3.56,0.79,72.03,SETTLED,0,
LIQ-00662,BNK942268,TXN-202408-0162,2024-08-12,2024-08-10,Datafast,VISA,8168,7.96,0.28,0.36,0.08,7.24,SETTLED,0,
LIQ-00663,BNK792521,TXN-202408-0163,2024-08-26,2024-08-25,PayPhone,VISA,7993,119.9,4.56,5.4,1.2,108.74,SETTLED,0,
LIQ-00664,BNK758264,TXN-202408-0164,2024-08-31,2024-08-29,Datafast,VISA,3326,218.04,7.63,9.81,2.18,198.42,SETTLED,0,
LIQ-00665,BNK372096,TXN-202408-0165,2024-08-12,2024-08-11,PayPhone,VISA,8837,236.5,8.99,10.64,2.37,214.5,SETTLED,0,
LIQ-00666,BNK199696,TXN-202408-0166,2024-08-25,2024-08-23,Datafast,VISA,6691,67.68,2.37,3.05,0.68,61.58,SETTLED,0,
LIQ-00667,BNK990890,TXN-202408-0167,2024-08-26,2024-08-23,Medianet,MASTERCARD,6164,127.48,4.08,5.74,1.27,116.39,SETTLED,0,
LIQ-00668,BNK672257,TXN-202408-0168,2024-08-21,2024-08-19,Datafast,DINERS,5081,36.2,1.27,1.63,0.36,32.94,SETTLED,0,
LIQ-00669,BNK938007,TXN-202408-0169,2024-08-15,2024-08-12,PayPhone,MASTERCARD,1928,33.48,1.27,1.51,0.33,30.37,SETTLED,0,
LIQ-00670,BNK187753,TXN-202408-0170,2024-08-07,2024-08-05,Datafast,MASTERCARD,3843,488.85,17.11,22,4.89,444.85,SETTLED,0,
LIQ-00671,BNK346636,TXN-202408-0171,2024-08-12,2024-08-09,PayPhone,VISA,5554,8.45,0.32,0.38,0.08,7.67,SETTLED,0,
LIQ-00672,BNK487319,TXN-202408-0172,2024-08-22,2024-08-19,Datafast,MASTERCARD,7065,402.36,14.08,18.11,4.02,366.15,SETTLED,0,
LIQ-00673,BNK817588,TXN-202408-0173,2024-08-20,2024-08-17,Medianet,DINERS,4450,222.09,7.11,9.99,2.22,202.77,SETTLED,0,
LIQ-00674,BNK835908,TXN-202408-0174,2024-08-15,2024-08-12,Medianet,VISA,1918,184.4,5.9,8.3,1.84,168.36,SETTLED,0,
LIQ-00675,BNK887402,TXN-202408-0175,2024-08-21,2024-08-20,Medianet,VISA,2281,314.5,10.06,14.15,3.15,287.14,SETTLED,0,
LIQ-00676,BNK745093,TXN-202408-0176,2024-08-17,2024-08-16,Datafast,DINERS,3835,40.2,1.41,1.81,0.4,36.58,SETTLED,0,
LIQ-00677,BNK699326,TXN-202408-0177,2024-08-05,2024-08-02,Datafast,VISA,4781,77.76,2.72,3.5,0.78,70.76,SETTLED,0,
LIQ-00678,BNK637872,TXN-202408-0178,2024-08-17,2024-08-15,Datafast,MASTERCARD,5232,22.62,0.79,1.02,0.23,20.58,SETTLED,0,
LIQ-00679,BNK724399,TXN-202408-0179,2024-08-06,2024-08-04,PayPhone,VISA,8989,267.77,13.52,12.05,2.68,239.52,SETTLED,0,
LIQ-00680,BNK628961,TXN-202408-0180,2024-08-19,2024-08-18,Medianet,VISA,3795,7.69,0.25,0.35,0.08,7.01,SETTLED,0,
LIQ-00681,BNK917930,TXN-202408-0181,2024-09-01,2024-08-29,PayPhone,MASTERCARD,4850,2093.85,79.57,94.22,20.94,1899.12,SETTLED,0,
LIQ-00682,BNK713115,TXN-202408-0182,2024-08-28,2024-08-27,Medianet,MASTERCARD,1475,30.56,1.27,1.38,0.31,27.6,SETTLED,0,
LIQ-00683,BNK570370,TXN-202408-0183,2024-08-22,2024-08-20,PayPhone,AMEX,4551,62.56,2.38,2.82,0.63,56.73,SETTLED,0,
LIQ-00684,BNK253727,TXN-202408-0184,2024-08-23,2024-08-22,Medianet,VISA,5437,12.31,0.39,0.55,0.12,11.25,SETTLED,0,
LIQ-00685,BNK217395,TXN-202408-0185,2024-08-21,2024-08-18,Datafast,VISA,3159,415.96,14.56,18.72,4.16,378.52,SETTLED,0,
LIQ-00686,BNK187556,TXN-202408-0186,2024-08-30,2024-08-27,Datafast,VISA,1764,286.82,10.04,12.91,2.87,261,SETTLED,0,
LIQ-00687,BNK566046,TXN-202408-0187,2024-08-06,2024-08-04,Medianet,VISA,3081,19.69,0.63,0.89,0.2,17.97,SETTLED,0,
LIQ-00688,BNK123501,TXN-202408-0188,2024-08-27,2024-08-25,Datafast,AMEX,9850,30.35,1.06,1.37,0.3,27.62,SETTLED,0,
LIQ-00689,BNK866463,TXN-202408-0189,2024-08-31,2024-08-29,Datafast,MASTERCARD,5849,131.75,4.61,5.93,1.32,119.89,SETTLED,0,
LIQ-00690,BNK976903,TXN-202408-0190,2024-08-04,2024-08-01,Datafast,MASTERCARD,8511,77.29,2.71,3.48,0.77,70.33,SETTLED,0,
LIQ-00691,BNK663611,TXN-202408-0191,2024-09-02,2024-08-30,Medianet,MASTERCARD,2115,48.88,1.56,2.2,0.49,44.63,SETTLED,0,
LIQ-00692,BNK628114,TXN-202408-0192,2024-08-28,2024-08-27,Medianet,AMEX,1268,152.93,4.89,6.88,1.53,139.63,SETTLED,0,
LIQ-00693,BNK756367,TXN-202408-0193,2024-08-31,2024-08-29,Datafast,MASTERCARD,2488,215.17,7.53,9.68,2.15,195.81,SETTLED,0,
LIQ-00694,BNK716192,TXN-202408-0194,2024-08-15,2024-08-13,Datafast,MASTERCARD,8441,184.26,6.45,8.29,1.84,167.68,SETTLED,0,
LIQ-00695,BNK403842,TXN-202408-0195,2024-08-26,2024-08-23,PayPhone,VISA,3671,35.96,1.37,1.62,0.36,32.61,SETTLED,0,
LIQ-00696,BNK793618,TXN-202408-0196,2024-08-27,2024-08-24,Medianet,AMEX,3677,28.54,0.91,1.28,0.29,26.06,SETTLED,0,
LIQ-00697,BNK632904,TXN-202408-0197,2024-08-15,2024-08-12,Medianet,VISA,3169,202.04,6.47,9.09,2.02,184.46,SETTLED,0,
LIQ-00698,BNK132019,TXN-202408-0198,2024-08-21,2024-08-18,Datafast,MASTERCARD,5795,944.53,33.06,42.5,9.45,859.52,SETTLED,0,
LIQ-00699,BNK954923,TXN-202408-0199,2024-08-22,2024-08-19,Medianet,MASTERCARD,1853,316.16,10.12,14.23,3.16,288.65,SETTLED,0,
LIQ-00700,BNK960197,TXN-202408-0200,2024-08-20,2024-08-18,PayPhone,MASTERCARD,7116,455.42,17.31,20.49,4.55,413.07,SETTLED,0,
LIQ-00701,BNK992758,TXN-202408-0201,2024-08-14,2024-08-13,PayPhone,VISA,1958,12.99,0.49,0.58,0.13,11.79,SETTLED,0,
LIQ-00702,BNK174039,TXN-202408-0202,2024-08-13,2024-08-10,Datafast,VISA,8198,63.91,2.24,2.88,0.64,58.15,SETTLED,0,
LIQ-00703,BNK673170,TXN-202408-0203,2024-08-28,2024-08-25,Datafast,AMEX,7776,203.96,7.14,9.18,2.04,185.6,SETTLED,0,
LIQ-00704,BNK518383,TXN-202408-0204,2024-08-27,2024-08-24,Datafast,AMEX,5242,70.1,2.45,3.15,0.7,63.8,SETTLED,0,
LIQ-00705,BNK372667,TXN-202408-0205,2024-08-29,2024-08-26,PayPhone,MASTERCARD,9953,179.79,6.83,8.09,1.8,163.07,SETTLED,0,
LIQ-00706,BNK418886,TXN-202408-0206,2024-09-03,2024-08-31,Datafast,MASTERCARD,8578,1468.89,65.81,66.1,14.69,1322.29,SETTLED,0,
LIQ-00707,BNK661097,TXN-202408-0207,2024-08-22,2024-08-20,Datafast,MASTERCARD,2664,23.85,0.83,1.07,0.24,21.71,SETTLED,0,
LIQ-00708,BNK244955,TXN-202408-0208,2024-08-28,2024-08-25,PayPhone,AMEX,8803,352.01,13.38,15.84,3.52,319.27,SETTLED,0,
LIQ-00709,BNK268523,TXN-202408-0209,2024-08-12,2024-08-10,Medianet,MASTERCARD,9113,485,15.52,21.82,4.85,442.81,SETTLED,0,
LIQ-00710,BNK894645,TXN-202408-0210,2024-08-18,2024-08-17,Datafast,MASTERCARD,6261,18.03,0.63,0.81,0.18,16.41,SETTLED,0,
LIQ-00711,BNK226083,TXN-202408-0211,2024-08-21,2024-08-19,Datafast,VISA,5267,134.63,4.71,6.06,1.35,122.51,SETTLED,0,
LIQ-00712,BNK573213,TXN-202408-0212,2024-09-01,2024-08-30,Datafast,VISA,7781,599.85,20.99,26.99,6,545.87,SETTLED,0,
LIQ-00713,BNK473346,TXN-202408-0213,2024-08-12,2024-08-10,Medianet,MASTERCARD,2734,434.12,13.89,19.54,4.34,396.35,SETTLED,0,
LIQ-00714,BNK647300,TXN-202408-0214,2024-08-18,2024-08-17,Medianet,MASTERCARD,3996,58.08,1.86,2.61,0.58,53.03,SETTLED,0,
LIQ-00715,BNK638071,TXN-202408-0215,2024-08-21,2024-08-18,PayPhone,MASTERCARD,5320,146.94,5.58,6.61,1.47,133.28,SETTLED,0,
LIQ-00716,BNK873267,TXN-202408-0216,2024-08-13,2024-08-11,Datafast,VISA,1819,358.6,12.55,16.14,3.59,326.32,SETTLED,0,
LIQ-00717,BNK344462,TXN-202408-0217,2024-08-21,2024-08-18,Datafast,DINERS,7329,279.44,9.78,12.57,2.79,254.3,SETTLED,0,
LIQ-00718,BNK698828,TXN-202408-0218,2024-08-23,2024-08-20,Datafast,MASTERCARD,6894,72.84,2.55,3.28,0.73,66.28,SETTLED,0,
LIQ-00719,BNK561744,TXN-202408-0219,2024-08-27,2024-08-26,Datafast,VISA,9873,240.18,8.41,10.81,2.4,218.56,SETTLED,0,
LIQ-00720,BNK631468,TXN-202408-0220,2024-08-29,2024-08-27,Datafast,MASTERCARD,4725,73.35,2.57,3.3,0.73,66.75,SETTLED,0,
LIQ-00721,BNK491956,TXN-202408-0221,2024-08-22,2024-08-21,Medianet,MASTERCARD,9795,27.23,0.87,1.23,0.27,24.86,SETTLED,0,
LIQ-00722,BNK558927,TXN-202408-0222,2024-08-28,2024-08-25,Datafast,VISA,8220,77.87,2.73,3.5,0.78,70.86,SETTLED,0,
LIQ-00723,BNK112094,TXN-202408-0223,2024-08-10,2024-08-07,Medianet,MASTERCARD,3524,52.21,1.67,2.35,0.52,47.67,SETTLED,0,
LIQ-00724,BNK665287,TXN-202408-0224,2024-08-26,2024-08-24,Datafast,VISA,8686,57.71,2.02,2.6,0.58,52.51,SETTLED,0,
LIQ-00725,BNK280958,TXN-202408-0225,2024-08-18,2024-08-15,Medianet,DINERS,3430,144.58,4.63,6.51,1.45,131.99,SETTLED,0,
LIQ-00726,BNK164712,TXN-202408-0226,2024-08-19,2024-08-18,Datafast,VISA,6562,64.57,2.26,2.91,0.65,58.75,SETTLED,0,
LIQ-00727,BNK951307,TXN-202408-0227,2024-08-23,2024-08-21,Medianet,VISA,9286,34.1,1.09,1.53,0.34,31.14,SETTLED,0,
LIQ-00728,BNK126941,TXN-202408-0228,2024-08-24,2024-08-21,Datafast,VISA,2050,304.63,10.66,13.71,3.05,277.21,SETTLED,0,
LIQ-00729,BNK372106,TXN-202408-0229,2024-08-05,2024-08-03,Medianet,MASTERCARD,3947,374.37,11.98,16.85,3.74,341.8,SETTLED,0,
LIQ-00730,BNK666330,TXN-202408-0230,2024-08-05,2024-08-03,PayPhone,VISA,3548,206.57,7.85,9.3,2.07,187.35,SETTLED,0,
LIQ-00731,BNK149096,TXN-202408-0231,2024-08-17,2024-08-16,Medianet,VISA,6188,54.55,1.75,2.45,0.55,49.8,SETTLED,0,
LIQ-00732,BNK539130,TXN-202408-0232,2024-08-20,2024-08-18,Medianet,VISA,1657,64.81,2.07,2.92,0.65,59.17,SETTLED,0,
LIQ-00733,BNK597347,TXN-202408-0233,2024-08-29,2024-08-26,PayPhone,VISA,6623,463.95,17.63,20.88,4.64,420.8,SETTLED,0,
LIQ-00734,BNK435752,TXN-202408-0234,2024-08-06,2024-08-05,Medianet,DINERS,7312,70.61,2.26,3.18,0.71,64.46,SETTLED,0,
LIQ-00735,BNK596265,TXN-202408-0235,2024-08-05,2024-08-03,Datafast,MASTERCARD,7458,46.06,1.61,2.07,0.46,41.92,SETTLED,0,
LIQ-00736,BNK798964,TXN-202408-0236,2024-09-01,2024-08-29,Datafast,MASTERCARD,9745,168.93,5.91,7.6,1.69,153.73,SETTLED,0,
LIQ-00737,BNK198248,TXN-202408-0237,2024-08-10,2024-08-09,PayPhone,VISA,5616,51.27,1.95,2.31,0.51,46.5,SETTLED,0,
LIQ-00738,BNK969070,TXN-202408-0238,2024-08-28,2024-08-25,Datafast,MASTERCARD,5173,102.84,3.6,4.63,1.03,93.58,SETTLED,0,
LIQ-00739,BNK983522,TXN-202408-0239,2024-08-05,2024-08-04,Datafast,MASTERCARD,9308,10.05,0.35,0.45,0.1,9.15,SETTLED,0,
LIQ-00740,BNK288565,TXN-202408-0240,2024-08-22,2024-08-21,Medianet,VISA,3415,14.62,0.47,0.66,0.15,13.34,SETTLED,0,
LIQ-00741,BNK983025,TXN-202408-0241,2024-08-17,2024-08-15,Datafast,MASTERCARD,5053,1294.46,45.31,58.25,12.94,1177.96,SETTLED,0,
LIQ-00742,BNK298091,TXN-202408-0242,2024-08-14,2024-08-12,Medianet,VISA,8953,317.53,10.16,14.29,3.18,289.9,SETTLED,0,
LIQ-00743,BNK498720,TXN-202408-0243,2024-08-26,2024-08-23,PayPhone,VISA,5081,63.92,2.43,2.88,0.64,57.97,SETTLED,0,
LIQ-00744,BNK690798,TXN-202408-0244,2024-08-13,2024-08-11,Medianet,VISA,4074,55.97,1.79,2.52,0.56,51.1,SETTLED,0,
LIQ-00745,BNK189263,TXN-202408-0245,2024-08-09,2024-08-06,Datafast,VISA,8395,46.38,1.62,2.09,0.46,42.21,SETTLED,0,
LIQ-00746,BNK414106,TXN-202408-0246,2024-08-19,2024-08-18,Medianet,AMEX,2250,138.8,4.44,6.25,1.39,126.72,SETTLED,0,
LIQ-00747,BNK724616,TXN-202408-0247,2024-08-04,2024-08-01,Datafast,AMEX,4052,10.65,0.37,0.48,0.11,9.69,SETTLED,0,
LIQ-00748,BNK522816,TXN-202408-0248,2024-08-08,2024-08-07,Medianet,AMEX,2633,403.06,12.9,18.14,4.03,367.99,SETTLED,0,
LIQ-00749,BNK195948,TXN-202408-0249,2024-08-26,2024-08-25,Medianet,MASTERCARD,3129,1680.26,53.77,75.61,16.8,1534.08,SETTLED,0,
LIQ-00750,BNK901751,TXN-202408-0250,2024-08-11,2024-08-10,Datafast,VISA,2385,387.96,13.58,17.46,3.88,353.04,SETTLED,0,
LIQ-00751,BNK779426,TXN-202408-0251,2024-08-23,2024-08-22,Datafast,MASTERCARD,2408,42.66,1.49,1.92,0.43,38.82,SETTLED,0,
LIQ-00752,BNK800431,TXN-202408-0252,2024-08-18,2024-08-17,PayPhone,AMEX,1772,149.65,5.69,6.73,1.5,135.75,SETTLED,0,
LIQ-00753,BNK188114,TXN-202408-0253,2024-09-01,2024-08-31,Datafast,VISA,2953,2148.53,75.2,96.68,21.49,1955.16,SETTLED,0,
LIQ-00754,BNK265497,TXN-202408-0254,2024-08-17,2024-08-16,Medianet,VISA,9698,21.41,0.69,0.96,0.21,19.56,SETTLED,0,
LIQ-00755,BNK635715,TXN-202408-0255,2024-09-01,2024-08-30,Datafast,VISA,8502,20.51,0.72,0.92,0.21,18.66,SETTLED,0,
LIQ-00756,BNK623957,TXN-202408-0256,2024-08-23,2024-08-21,Datafast,AMEX,9413,96.76,3.39,4.35,0.97,88.05,SETTLED,0,
LIQ-00757,BNK807097,TXN-202408-0257,2024-08-26,2024-08-24,Datafast,DINERS,1687,194.87,6.82,8.77,1.95,177.33,SETTLED,0,
LIQ-00758,BNK956835,TXN-202408-0258,2024-08-22,2024-08-19,Medianet,MASTERCARD,4861,33.39,1.07,1.5,0.33,30.49,SETTLED,0,
LIQ-00759,BNK719110,TXN-202408-0259,2024-08-11,2024-08-08,PayPhone,VISA,6679,77.95,2.96,3.51,0.78,70.7,SETTLED,0,
LIQ-00760,BNK383551,TXN-202408-0260,2024-09-01,2024-08-29,Datafast,AMEX,7814,64.45,2.26,2.9,0.64,58.65,SETTLED,0,
LIQ-00761,BNK929909,TXN-202408-0261,2024-08-20,2024-08-17,Datafast,AMEX,1819,22.25,0.78,1,0.22,20.25,SETTLED,0,
LIQ-00762,BNK273381,TXN-202408-0262,2024-08-28,2024-08-27,Datafast,VISA,2211,50.15,1.76,2.26,0.5,45.63,SETTLED,0,
LIQ-00763,BNK729042,TXN-202408-0263,2024-08-24,2024-08-22,Medianet,VISA,8445,13.5,0.43,0.61,0.14,12.32,SETTLED,0,
LIQ-00764,BNK802978,TXN-202408-0264,2024-08-09,2024-08-08,Datafast,MASTERCARD,1810,252.58,8.84,11.37,2.53,229.84,SETTLED,0,
LIQ-00765,BNK544045,TXN-202408-0265,2024-09-01,2024-08-29,Datafast,MASTERCARD,8941,43.45,1.52,1.96,0.43,39.54,SETTLED,0,
LIQ-00766,BNK686876,TXN-202408-0266,2024-08-16,2024-08-13,Datafast,VISA,5773,1791.6,62.71,80.62,17.92,1630.35,SETTLED,0,
LIQ-00767,BNK629202,TXN-202408-0267,2024-08-29,2024-08-27,PayPhone,MASTERCARD,1590,385.75,14.66,17.36,3.86,349.87,SETTLED,0,
LIQ-00768,BNK257744,TXN-202408-0268,2024-08-17,2024-08-16,PayPhone,VISA,4695,277.99,10.56,12.51,2.78,252.14,SETTLED,0,
LIQ-00769,BNK585867,TXN-202408-0269,2024-08-26,2024-08-25,Datafast,VISA,3474,48.7,1.7,2.19,0.49,44.32,SETTLED,0,
LIQ-00770,BNK861481,TXN-202408-0270,2024-09-01,2024-08-30,Medianet,MASTERCARD,6775,56.42,1.81,2.54,0.56,51.51,SETTLED,0,
LIQ-00771,BNK888693,TXN-202408-0271,2024-08-02,2024-08-01,Medianet,VISA,2696,14.92,0.48,0.67,0.15,13.62,SETTLED,0,
LIQ-00772,BNK511151,TXN-202408-0272,2024-08-21,2024-08-20,Medianet,AMEX,5125,427.14,13.67,19.22,4.27,389.98,SETTLED,0,
LIQ-00773,BNK706701,TXN-202408-0273,2024-08-21,2024-08-18,Datafast,AMEX,6815,448.66,15.7,20.19,4.49,408.28,SETTLED,0,
LIQ-00774,BNK802835,TXN-202408-0274,2024-08-19,2024-08-18,Medianet,VISA,3919,458.83,14.68,20.65,4.59,418.91,SETTLED,0,
LIQ-00775,BNK989121,TXN-202408-0275,2024-08-13,2024-08-12,PayPhone,MASTERCARD,6215,299.26,11.37,13.47,2.99,271.43,SETTLED,0,
LIQ-00776,BNK600313,TXN-202408-0276,2024-08-27,2024-08-25,Medianet,VISA,2792,1705.31,54.57,76.74,17.05,1556.95,SETTLED,0,
LIQ-00777,BNK796866,TXN-202408-0277,2024-08-20,2024-08-19,Datafast,AMEX,9093,2592.98,90.75,116.68,25.93,2359.62,SETTLED,0,
LIQ-00778,BNK766253,TXN-202408-0278,2024-08-05,2024-08-03,Datafast,VISA,2671,462.24,16.18,20.8,4.62,420.64,SETTLED,0,
LIQ-00779,BNK152455,TXN-202408-0279,2024-08-25,2024-08-24,Medianet,MASTERCARD,3828,5.41,0.17,0.24,0.05,4.95,SETTLED,0,
LIQ-00780,BNK380110,TXN-202408-0280,2024-08-25,2024-08-23,Medianet,VISA,3875,54.09,1.73,2.43,0.54,49.39,SETTLED,0,
LIQ-00781,BNK145230,TXN-202408-0281,2024-08-12,2024-08-09,Datafast,VISA,3328,48.9,1.71,2.2,0.49,44.5,SETTLED,0,
LIQ-00782,BNK717445,TXN-202408-0282,2024-08-26,2024-08-25,Datafast,VISA,9064,56.05,1.96,2.52,0.56,51.01,SETTLED,0,
LIQ-00783,BNK471868,TXN-202408-0283,2024-08-20,2024-08-18,Datafast,MASTERCARD,7353,32.77,1.15,1.47,0.33,29.82,SETTLED,0,
LIQ-00784,BNK340477,TXN-202408-0284,2024-08-25,2024-08-24,Datafast,VISA,5170,57.91,2.03,2.61,0.58,52.69,SETTLED,0,
LIQ-00785,BNK848035,TXN-202408-0285,2024-08-24,2024-08-23,PayPhone,MASTERCARD,5092,267.57,10.17,12.04,2.68,242.68,SETTLED,0,
LIQ-00786,BNK223641,TXN-202408-0286,2024-08-23,2024-08-20,Datafast,MASTERCARD,4609,416.36,14.57,18.74,4.16,378.89,SETTLED,0,
LIQ-00787,BNK371215,TXN-202408-0287,2024-08-27,2024-08-26,Medianet,VISA,8444,52.69,1.69,2.37,0.53,48.1,SETTLED,0,
LIQ-00788,BNK928868,TXN-202408-0288,2024-08-10,2024-08-09,PayPhone,VISA,3978,117.02,4.45,5.27,1.17,106.12,SETTLED,0,
LIQ-00789,BNK192732,TXN-202408-0289,2024-08-16,2024-08-13,Datafast,MASTERCARD,3679,470.89,16.48,21.19,4.71,428.51,SETTLED,0,
LIQ-00790,BNK928497,TXN-202408-0290,2024-08-26,2024-08-25,Medianet,VISA,1351,643.66,20.6,28.96,6.44,587.66,SETTLED,0,
LIQ-00791,BNK709196,TXN-202408-0291,2024-08-29,2024-08-26,Medianet,VISA,6909,54.27,1.74,2.44,0.54,49.55,SETTLED,0,
LIQ-00792,BNK544095,TXN-202408-0292,2024-08-11,2024-08-08,Datafast,VISA,5739,296.64,10.38,13.35,2.97,269.94,SETTLED,0,
LIQ-00793,BNK217957,TXN-202408-0293,2024-08-07,2024-08-06,Datafast,VISA,3451,5.02,0.18,0.23,0.05,4.56,SETTLED,0,
LIQ-00794,BNK471835,TXN-202408-0294,2024-08-20,2024-08-19,PayPhone,MASTERCARD,3364,34.64,1.32,1.56,0.35,31.41,SETTLED,0,
LIQ-00795,BNK547898,TXN-202408-0295,2024-08-13,2024-08-10,Medianet,MASTERCARD,2851,11.76,0.38,0.53,0.12,10.73,SETTLED,0,
LIQ-00796,BNK146159,TXN-202408-0296,2024-08-10,2024-08-09,PayPhone,AMEX,7155,77.25,2.94,3.48,0.77,70.06,SETTLED,0,
LIQ-00797,BNK618369,TXN-202408-0297,2024-08-10,2024-08-09,Medianet,VISA,3886,1937.27,61.99,87.18,19.37,1768.73,SETTLED,0,
LIQ-00798,BNK678654,TXN-202408-0298,2024-09-01,2024-08-31,Datafast,VISA,7174,27.07,0.95,1.22,0.27,24.63,SETTLED,0,
LIQ-00799,BNK773528,TXN-202408-0299,2024-08-21,2024-08-19,PayPhone,DINERS,6251,421.52,16.02,18.97,4.22,382.31,SETTLED,0,
LIQ-00800,BNK360163,TXN-202408-0300,2024-08-27,2024-08-25,Medianet,DINERS,5270,403.39,12.91,18.15,4.03,368.3,SETTLED,0,
LIQ-00801,BNK285628,TXN-202408-0301,2024-08-03,2024-08-01,PayPhone,VISA,7266,49.01,1.86,2.21,0.49,44.45,SETTLED,0,
LIQ-00802,BNK611187,TXN-202408-0302,2024-08-25,2024-08-22,Datafast,VISA,4151,497.56,17.41,22.39,4.98,452.78,SETTLED,0,
LIQ-00803,BNK397918,TXN-202408-0303,2024-08-04,2024-08-01,Datafast,VISA,4199,1791.26,62.69,80.61,17.91,1630.05,SETTLED,0,
LIQ-00804,BNK806942,TXN-202408-0304,2024-08-29,2024-08-27,PayPhone,VISA,1024,55.53,2.11,2.5,0.56,50.36,SETTLED,0,
LIQ-00805,BNK947752,TXN-202408-0305,2024-09-01,2024-08-29,Datafast,DINERS,9840,31.52,1.1,1.42,0.32,28.68,SETTLED,0,
LIQ-00806,BNK824493,TXN-202408-0306,2024-08-19,2024-08-16,Datafast,DINERS,4203,462.17,16.18,20.8,4.62,420.57,SETTLED,0,
LIQ-00807,BNK680084,TXN-202408-0307,2024-08-08,2024-08-07,Datafast,MASTERCARD,4315,166.85,5.84,7.51,1.67,151.83,SETTLED,0,
LIQ-00808,BNK685302,TXN-202408-0308,2024-08-06,2024-08-03,PayPhone,VISA,5749,130.35,4.95,5.87,1.3,118.23,SETTLED,0,
LIQ-00809,BNK335018,TXN-202408-0309,2024-09-01,2024-08-31,PayPhone,VISA,5823,69.28,2.63,3.12,0.69,62.84,SETTLED,0,
LIQ-00810,BNK449497,TXN-202408-0310,2024-09-01,2024-08-29,PayPhone,VISA,5948,72.36,2.75,3.26,0.72,65.63,SETTLED,0,
LIQ-00811,BNK857979,TXN-202408-0311,2024-08-11,2024-08-09,PayPhone,VISA,8255,2790.02,106.02,125.55,27.9,2530.55,SETTLED,0,
LIQ-00812,BNK495718,TXN-202408-0312,2024-08-19,2024-08-16,Datafast,MASTERCARD,1303,64.95,2.27,2.92,0.65,59.11,SETTLED,0,
LIQ-00813,BNK471240,TXN-202408-0313,2024-08-16,2024-08-15,Datafast,VISA,5992,405.88,14.21,18.26,4.06,369.35,SETTLED,0,
LIQ-00814,BNK212206,TXN-202408-0314,2024-08-09,2024-08-07,Medianet,VISA,9228,84.96,2.72,3.82,0.85,77.55,SETTLED,0,
LIQ-00815,BNK916872,TXN-202408-0315,2024-08-20,2024-08-18,Medianet,VISA,9496,189.07,6.05,8.51,1.89,172.62,SETTLED,0,
LIQ-00816,BNK582596,TXN-202408-0316,2024-08-18,2024-08-16,Datafast,VISA,9177,233.69,8.18,10.52,2.34,212.65,SETTLED,0,
LIQ-00817,BNK709258,TXN-202408-0317,2024-08-11,2024-08-09,Datafast,MASTERCARD,9332,69.07,2.42,3.11,0.69,62.85,SETTLED,0,
LIQ-00818,BNK936621,TXN-202408-0318,2024-08-07,2024-08-04,Datafast,VISA,6416,176,6.16,7.92,1.76,160.16,SETTLED,0,
LIQ-00819,BNK943906,TXN-202408-0319,2024-08-08,2024-08-05,Datafast,VISA,1192,33.57,1.17,1.51,0.34,30.55,SETTLED,0,
LIQ-00820,BNK790624,TXN-202408-0320,2024-09-01,2024-08-29,Datafast,AMEX,5439,42.47,1.49,1.91,0.42,38.65,SETTLED,0,
LIQ-00821,BNK802575,TXN-202408-0321,2024-08-21,2024-08-18,Medianet,MASTERCARD,8612,206.01,6.59,9.27,2.06,188.09,SETTLED,0,
LIQ-00822,BNK772322,TXN-202408-0322,2024-08-11,2024-08-09,Datafast,VISA,1340,21.16,0.74,0.95,0.21,19.26,SETTLED,0,
LIQ-00823,BNK517499,TXN-202408-0323,2024-08-15,2024-08-12,PayPhone,VISA,3723,189.1,7.19,8.51,1.89,171.51,SETTLED,0,
LIQ-00824,BNK290552,TXN-202408-0324,2024-08-15,2024-08-12,Medianet,AMEX,1169,35.88,1.15,1.61,0.36,32.76,SETTLED,0,
LIQ-00825,BNK407075,TXN-202408-0325,2024-08-08,2024-08-06,PayPhone,VISA,7130,352.63,13.4,15.87,3.53,319.83,SETTLED,0,
LIQ-00826,BNK771087,TXN-202408-0326,2024-08-30,2024-08-29,Datafast,MASTERCARD,7185,60.24,2.11,2.71,0.6,54.82,SETTLED,0,
LIQ-00827,BNK147361,TXN-202408-0327,2024-08-09,2024-08-06,Datafast,VISA,9314,140.84,4.93,6.34,1.41,128.16,SETTLED,0,
LIQ-00828,BNK734122,TXN-202408-0328,2024-08-29,2024-08-28,PayPhone,VISA,6723,320.09,12.16,14.4,3.2,290.33,SETTLED,0,
